planta	fruto	circularidad.polar	circularidad.ecuatorial	area.polar	area.ecuatorial	perimetro.polar	perimetro.ecuatorial	diametro.polar.a	diametro.polar.b	diametro.ecuatorial.a	diametro.ecuatorial.b
55395	24	0.849	0.734	0.386	0.502	2.392	2.933	0.701	0.616	0.7	0.695
55395	25	0.797	0.903	0.474	0.367	2.733	2.261	0.746	0.702	0.668	0.75
55395	26	0.879	0.852	0.391	0.351	2.363	2.274	0.678	0.7	0.747	0.683
55395	27	0.872	0.889	0.458	0.423	2.568	2.446	0.728	0.745	0.761	0.661
55395	28	0.713	0.894	0.472	0.427	2.885	2.449	0.734	0.718	0.723	0.658
55395	29	0.893	0.861	0.482	0.443	2.604	2.542	0.742	0.73	0.739	0.71
55395	30	0.715	0.54	0.473	0.397	2.884	3.042	0.677	0.677	0.685	0.684
55397	1	0.827	0.824	0.17	0.185	1.607	1.682	0.542	0.531	0.53	0.539
55397	2	0.825	0.785	0.238	0.293	1.905	2.165	0.655	0.588	0.689	0.636
55397	3	0.853	0.74	0.258	0.324	1.951	2.347	0.669	0.632	0.696	0.578
55397	4	0.677	0.555	0.308	0.511	2.39	3.401	0.72	0.666	0.673	0.665
55397	5	0.607	0.786	0.431	0.525	2.987	2.897	0.779	0.677	0.732	0.792
55397	6	0.73	0.65	0.623	0.713	3.274	3.711	0.72	0.783	0.871	0.825
55397	7	0.773	0.702	0.367	0.341	2.44	2.472	0.604	0.648	0.584	0.601
55397	8	0.76	0.724	0.305	0.258	2.244	2.117	0.608	0.586	0.485	0.538
55397	9	0.735	0.744	0.375	0.325	2.532	2.343	0.609	0.628	0.562	0.679
55397	10	0.721	0.712	0.458	0.438	2.824	2.782	0.686	0.607	0.639	0.693
55397	11	0.795	0.829	0.149	0.161	1.536	1.561	0.542	0.452	0.5	0.457
55397	12	0.795	0.798	0.266	0.317	2.05	2.235	0.622	0.735	0.715	0.631
55397	13	0.835	0.757	0.217	0.285	1.809	2.176	0.645	0.565	0.602	0.611
55397	14	0.818	0.796	0.159	0.204	1.561	1.795	0.52	0.447	0.477	0.484
55397	15	0.691	0.78	0.415	0.486	2.749	2.796	0.779	0.723	0.763	0.778
55397	16	0.655	0.747	0.346	0.361	2.575	2.464	0.548	0.57	0.574	0.62
55397	17	0.742	0.757	0.385	0.353	2.556	2.421	0.671	0.647	0.654	0.657
55397	18	0.732	0.757	0.349	0.3	2.446	2.234	0.624	0.679	0.621	0.614
55397	19	0.768	0.752	0.281	0.243	2.142	2.015	0.529	0.539	0.493	0.565
55397	20	0.734	0.709	0.43	0.385	2.713	2.613	0.646	0.588	0.649	0.622
55397	21	0.764	0.762	0.186	0.206	1.749	1.842	0.587	0.533	0.564	0.536
55397	22	0.795	0.802	0.254	0.289	2.003	2.13	0.632	0.66	0.611	0.648
55397	23	0.812	0.772	0.255	0.347	1.986	2.377	0.655	0.678	0.672	0.657
55397	24	0.756	0.784	0.202	0.275	1.831	2.098	0.561	0.489	0.575	0.564
55397	25	0.729	0.794	0.297	0.405	2.262	2.534	0.69	0.587	0.704	0.666
55397	26	0.767	0.714	0.405	0.457	2.577	2.837	0.574	0.584	0.607	0.685
55397	27	0.739	0.787	0.332	0.29	2.377	2.152	0.572	0.572	0.599	0.522
55397	28	0.76	0.765	0.37	0.331	2.475	2.332	0.596	0.657	0.619	0.637
55397	29	0.705	0.751	0.403	0.407	2.68	2.611	0.578	0.646	0.688	0.7
55397	30	0.73	0.581	0.514	0.473	2.975	3.198	0.695	0.617	0.689	0.684

